time,temperature_2m_max,temperature_2m_min,precipitation_sum,snowfall_sum,relative_humidity_2m_mean,snow_pixel_count
2021-10-15,3.2,1.8,0.4,0.0,90,143022
2021-10-31,2.0,-1.8,0.1,0.07,67,191883
2021-10-31,-0.4,-2.4,0.0,0.0,66,71782
2021-10-31,1.2,-2.0,0.0,0.0,67,183105
2021-11-07,-4.0,-4.8,4.5,3.22,70,114281
2021-11-09,-2.3,-4.9,0.8,0.56,62,227996
2021-11-16,-4.5,-5.3,0.0,0.0,67,166169
2021-11-16,-5.1,-5.7,0.1,0.07,69,63061
2021-11-16,-3.8,-5.0,0.0,0.0,67,179818
2021-11-23,-2.8,-6.9,3.0,2.1,72,83848
2021-11-25,-8.5,-15.2,0.9,0.63,74,241242
2021-12-02,-6.5,-8.2,0.0,0.0,70,156405
2021-12-02,-5.4,-7.6,0.9,0.63,71,178558
2021-12-02,-7.3,-8.9,0.0,0.0,70,62287
2021-12-09,1.0,-1.3,0.8,0.56,70,253909
2021-12-11,-0.4,-4.0,0.1,0.07,84,244345
2021-12-18,0.6,-2.8,1.5,0.98,70,220779
2021-12-18,1.1,-2.7,2.1,1.4,70,240360
2021-12-18,-0.2,-2.9,0.9,0.7,72,75968
2021-12-25,-1.5,-2.9,0.6,0.42,74,258105
2022-01-03,-5.9,-7.2,3.0,2.1,62,262144
2022-01-10,0.6,-4.2,1.5,1.05,84,262144
2022-01-12,0.9,-1.8,2.7,1.68,94,260879
2022-01-26,-2.8,-4.9,2.1,1.47,69,211962
2022-01-28,-9.4,-11.3,0.0,0.0,82,260691
2022-02-04,-2.8,-4.2,17.7,12.39,79,255925
2022-02-04,-3.0,-6.4,12.0,8.4,78,262138
2022-02-04,-4.3,-7.3,2.8,1.96,78,260662
2022-02-11,1.0,-0.1,4.2,2.87,72,200539
2022-02-20,-4.8,-7.2,1.2,0.84,67,246606
2022-02-20,-6.4,-9.4,0.6,0.42,71,154118
2022-02-20,-5.5,-8.2,0.8,0.56,67,254415
2022-02-27,-1.6,-4.4,0.5,0.35,72,170841
2022-03-08,-2.0,-3.5,3.0,2.1,73,262144
2022-03-08,-2.5,-4.5,0.1,0.07,74,262144
2022-03-15,3.2,0.9,0.2,0.0,92,140490
2022-03-17,2.5,0.7,1.3,0.0,88,249543
2022-03-24,-8.3,-10.2,2.8,1.96,72,101662
2022-03-24,-7.8,-9.4,1.3,0.98,68,217797
2022-03-24,-7.2,-8.8,1.6,1.05,68,228249
2022-03-31,-7.9,-9.6,2.4,1.68,80,131953
2022-04-02,-6.7,-14.1,1.0,0.7,84,230946
2022-04-18,-0.8,-11.2,3.8,2.66,92,217338
2022-05-02,-7.4,-9.6,0.1,0.14,79,88724
2022-05-04,-9.8,-11.1,0.0,0.0,76,198710
2022-05-11,-6.2,-6.9,0.0,0.0,76,49969
2022-05-11,-4.9,-5.9,0.0,0.0,75,91281
2022-05-11,-3.8,-5.0,0.0,0.0,75,126537
2022-05-18,-2.4,-4.5,2.1,1.54,86,82310
2022-05-27,0.5,-0.2,0.0,0.0,91,77674
2022-05-27,0.2,-1.8,0.0,0.0,92,46185
2022-05-27,1.5,1.1,0.1,0.0,92,125101
2022-06-03,2.9,2.4,0.0,0.0,81,109237
2022-06-05,2.2,1.6,0.0,0.0,90,219627
2022-06-12,2.8,1.1,6.5,0.07,92,68518
2022-06-12,4.2,2.7,6.6,0.0,90,118313
2022-06-28,5.7,4.2,0.0,0.0,90,136787
2022-06-28,3.7,3.2,0.0,0.0,94,41372
2022-06-28,4.8,3.8,0.0,0.0,92,57209
2022-07-07,3.0,2.3,3.9,0.0,87,160789
2022-07-21,8.6,7.2,4.8,0.0,97,64612
2022-07-23,5.9,5.1,0.8,0.0,91,135132
2022-08-06,9.1,8.3,1.1,0.0,92,55688
2022-08-08,5.9,5.1,0.1,0.0,88,36986
2022-08-24,5.8,3.0,0.3,0.0,78,71202
2022-08-31,5.8,4.4,2.1,0.0,82,15483
2022-08-31,6.1,4.7,1.7,0.0,82,76132
2022-08-31,5.3,4.1,1.4,0.0,84,24944
2022-09-07,6.4,4.2,2.1,0.0,84,74213
2022-09-09,5.2,3.2,0.2,0.0,84,82286
2022-09-16,5.0,4.2,0.5,0.0,70,92098
2022-09-16,4.2,3.7,0.6,0.0,76,8025
2022-09-16,4.0,3.0,0.6,0.0,75,22212
2022-09-23,5.2,1.8,0.6,0.07,71,69964
2022-10-02,4.8,3.8,0.6,0.0,83,140077
2022-10-02,4.0,3.6,1.0,0.0,84,94122
2022-10-02,3.7,2.7,0.7,0.0,84,74540
2022-10-09,5.2,3.8,2.3,0.0,89,74312
2022-10-11,3.5,1.0,2.5,0.0,80,196141
2022-10-18,3.3,1.9,0.7,0.35,74,112413
2022-10-18,2.7,1.3,1.3,0.77,74,74952
2022-10-18,2.2,0.9,1.1,0.7,75,94403
2022-10-25,1.6,-0.3,5.3,3.64,67,131497
2022-11-03,5.6,4.2,0.2,0.0,92,189423
2022-11-03,5.4,3.0,0.4,0.0,93,131279
2022-11-03,5.1,2.5,0.9,0.0,94,45271
2022-11-10,0.8,0.3,0.1,0.07,67,250036
2022-11-12,-0.8,-2.8,0.5,0.35,73,241710
2022-11-26,3.5,1.2,0.7,0.14,84,101732
2022-11-28,2.0,0.8,0.0,0.0,87,240870
2022-12-05,1.3,0.5,1.8,1.26,73,222060
2022-12-05,1.5,0.6,2.4,1.68,73,208558
2022-12-14,-7.8,-9.1,1.6,1.12,77,236170
2022-12-21,0.2,-2.7,0.6,0.42,72,84225
2022-12-21,0.6,-2.4,1.8,1.33,72,221351
2022-12-21,0.9,-1.9,4.0,2.8,72,206441
2022-12-28,2.2,-0.2,1.8,1.19,79,141323
2023-01-15,-1.4,-2.8,4.9,3.43,83,253671
2023-01-22,4.7,-0.1,6.0,0.84,85,260634
2023-01-22,5.3,0.4,5.5,0.28,83,262080
2023-02-07,5.2,0.8,12.6,8.26,79,255840
2023-02-07,4.1,0.5,7.6,4.83,78,262062
2023-02-07,3.2,0.3,4.1,2.31,77,140632
2023-02-16,3.0,0.2,9.9,2.8,95,262144
2023-02-23,0.7,-2.2,0.1,0.07,72,260382
2023-02-23,0.6,-2.8,0.1,0.07,74,117135
2023-02-23,1.0,-1.0,0.1,0.14,72,247606
2023-03-04,-10.4,-12.9,2.4,1.68,74,262144
2023-03-11,-1.1,-3.0,0.3,0.21,63,251414
2023-03-11,-0.9,-3.0,2.9,2.03,64,230125
2023-03-11,-1.6,-3.1,1.6,1.12,69,95415
2023-03-20,-12.3,-19.6,1.1,0.77,80,262004
2023-03-27,-8.8,-11.1,1.1,0.91,87,55143
2023-03-27,-7.2,-9.9,1.1,0.77,83,232576
2023-03-27,-6.0,-8.9,1.4,1.05,81,222306
2023-04-05,-8.5,-18.9,0.0,0.0,84,252012
2023-04-12,-0.5,-4.3,0.0,0.0,72,52827
2023-04-12,-0.1,-4.2,0.0,0.0,70,216311
2023-04-12,0.7,-3.5,0.0,0.0,69,233570
2023-04-28,0.4,-0.4,0.0,0.0,82,179274
2023-05-21,4.6,3.6,1.7,0.0,93,106866
2023-06-06,1.5,0.1,0.8,0.49,78,104157
2023-06-15,1.7,1.0,0.9,0.21,86,133249
2023-06-15,3.1,2.1,2.5,0.91,83,158962
2023-06-15,2.2,1.5,0.6,0.14,85,161130
2023-06-22,5.4,3.8,0.0,0.0,92,80370
2023-06-24,4.2,2.8,0.6,0.0,98,190466
2023-07-01,3.2,2.4,0.0,0.0,86,39897
2023-07-01,4.8,3.3,0.2,0.0,84,103387
2023-07-01,4.1,3.1,0.0,0.0,85,76362
2023-07-10,3.4,1.5,0.0,0.0,91,202541
2023-07-17,4.6,2.8,0.0,0.0,84,64571
2023-07-17,4.7,3.5,0.0,0.0,83,107959
2023-08-02,8.4,7.8,0.2,0.0,99,89259
2023-08-02,7.3,6.8,0.2,0.0,99,43736
2023-08-02,8.1,7.5,0.2,0.0,99,52572
2023-08-09,8.6,6.9,0.0,0.0,89,75477
2023-08-11,9.1,6.8,0.2,0.0,97,100274
2023-08-18,8.9,6.8,3.3,0.0,85,78946
2023-08-18,7.8,6.0,2.8,0.0,90,45920
2023-08-18,8.4,6.6,4.1,0.0,87,22638
2023-09-03,7.9,6.9,0.9,0.0,97,69832
2023-09-03,8.6,7.4,0.5,0.0,98,111123
2023-09-10,9.8,7.6,9.1,0.0,94,61941
2023-09-12,5.3,3.7,0.5,0.0,78,130931
2023-09-19,4.6,2.7,5.6,1.19,76,34207
2023-09-19,5.0,1.1,8.4,2.66,79,11155
2023-09-19,5.6,1.8,11.1,5.18,77,92569
2023-09-26,2.3,1.2,0.2,0.14,63,107698
2023-09-28,2.4,-0.9,1.2,0.77,71,210798
2023-10-05,3.9,1.4,2.6,1.4,74,44032
2023-10-05,3.5,1.4,2.4,1.19,74,110309
2023-10-05,3.3,1.9,3.0,1.61,76,69941
2023-10-12,4.5,2.8,2.1,0.49,78,100536
2023-10-21,0.6,-0.9,3.4,2.38,74,199507
2023-10-21,-0.1,-1.4,3.8,2.66,75,156977
2023-10-21,-0.6,-2.0,3.8,2.66,76,52417
2023-10-28,2.2,1.2,0.1,0.07,70,97902
2023-10-30,0.9,-0.2,0.7,0.49,68,209678
2023-11-06,1.0,-0.4,1.6,1.12,75,197757
2023-11-06,0.6,-1.1,2.8,1.82,78,135215
2023-11-06,-0.1,-2.0,0.7,0.56,75,50654
2023-11-13,2.5,-4.0,1.5,0.84,75,122939
2023-11-15,-9.7,-10.5,1.1,0.77,87,208754
2023-11-22,2.8,-0.1,0.1,0.07,75,153154
2023-11-22,3.3,0.2,0.1,0.07,75,209301
2023-11-22,2.4,-0.3,0.1,0.07,75,49698
2023-12-01,-1.1,-4.9,2.0,1.4,82,261475
2023-12-08,0.9,-1.1,3.0,1.96,74,211050
2023-12-08,0.3,-1.4,2.9,2.03,75,63512
2023-12-08,0.8,-1.1,5.4,3.78,74,240768
2023-12-15,0.9,-0.9,0.4,0.28,77,120977
2024-01-02,-1.4,-5.7,1.2,0.91,77,230749
2024-01-09,-9.4,-10.6,0.1,0.07,84,74532
2024-01-09,-7.2,-9.9,0.2,0.14,81,150221
2024-01-09,-6.8,-9.1,0.6,0.42,77,211119
2024-01-16,-3.6,-8.1,5.6,3.92,73,123258
2024-01-18,-5.8,-16.0,1.5,1.05,84,229223
2024-01-25,0.0,-0.8,0.7,0.49,79,208891
2024-01-25,0.5,-0.4,0.8,0.56,77,260778
2024-01-25,0.0,-1.2,1.1,0.84,79,77770
2024-02-01,1.5,-0.2,6.6,4.27,85,260124
2024-02-10,0.2,-0.4,5.6,3.85,79,254547
2024-02-10,-0.2,-0.9,3.8,2.73,83,113823
2024-02-10,0.7,-0.2,4.8,3.36,77,247051
2024-03-06,-1.4,-3.5,0.1,0.07,86,262144
2024-03-20,-9.4,-10.6,0.3,0.21,68,160273
2024-04-05,0.1,-6.8,4.7,3.22,75,167773
2024-04-07,-17.1,-18.4,0.0,0.0,83,250591
2024-04-23,-0.7,-1.3,0.0,0.0,80,244096
2024-04-30,0.4,-0.8,0.1,0.07,80,245125
2024-04-30,0.1,-2.7,0.5,0.21,83,114108
2024-04-30,-0.1,-2.3,0.0,0.0,84,257024
2024-05-09,-1.4,-3.7,0.0,0.0,83,224226
2024-05-16,1.7,-2.7,0.1,0.07,82,193628
2024-05-16,0.9,-3.5,0.1,0.07,80,69328
2024-05-16,0.7,-3.1,0.4,0.21,82,191912
2024-05-23,0.8,-2.8,7.4,5.25,73,105883
2024-05-25,-1.5,-4.9,0.1,0.07,77,217752
2024-06-01,2.3,1.6,0.0,0.0,96,129729
2024-06-01,3.4,3.0,0.0,0.0,95,149116
2024-06-01,2.4,1.8,0.2,0.0,97,83419
2024-06-10,0.9,-1.0,0.1,0.07,94,208811
2024-06-17,2.1,0.2,0.0,0.0,73,128147
2024-06-17,1.5,0.3,0.0,0.0,75,87705
2024-06-17,1.5,0.2,0.0,0.0,73,108829
2024-07-03,3.9,2.2,0.1,0.0,88,110868
2024-07-03,3.2,1.8,0.7,0.0,89,49128
2024-07-03,3.3,1.8,0.0,0.0,89,60549
2024-07-19,6.1,5.1,0.0,0.0,90,90816
2024-07-19,5.6,4.6,0.0,0.0,94,37980
2024-07-19,5.6,4.7,0.0,0.0,94,31203
2024-07-26,8.5,6.3,0.0,0.0,92,88369
2024-07-28,7.3,6.3,0.0,0.0,85,142705
2024-08-11,10.6,10.4,0.0,0.0,89,46222
2024-08-13,10.1,8.4,0.2,0.0,93,119153
2024-09-05,11.2,9.5,1.9,0.0,92,101412
2024-09-05,10.1,8.6,2.3,0.0,93,41642
2024-09-05,10.9,9.2,2.3,0.0,92,12047
2024-09-12,9.4,8.9,2.2,0.0,95,72165
2024-09-14,8.4,5.2,0.0,0.0,96,101752
2024-09-21,5.2,3.1,3.5,0.91,75,9738
2024-09-21,5.7,3.2,3.5,0.63,76,91684
2024-09-21,4.2,3.0,3.1,1.05,75,28768
2024-09-30,2.7,1.5,9.8,2.66,85,137695
2024-10-07,2.5,1.4,3.7,2.59,70,130033
2024-10-07,1.9,0.9,2.0,1.33,71,52847
2024-10-07,1.6,0.3,0.7,0.49,72,34816
2024-10-14,5.9,5.6,0.0,0.0,94,81186
2024-10-16,3.2,0.9,0.6,0.07,85,157848
2024-10-30,4.2,1.8,0.6,0.42,66,141540
2024-11-01,1.6,0.2,5.0,3.36,89,233933
2024-11-08,1.7,-0.4,8.7,6.02,84,164631
2024-11-08,2.4,0.6,12.0,6.79,87,163154
2024-11-08,1.2,-1.4,5.1,3.57,79,60452
2024-11-17,-2.7,-4.2,4.0,2.8,70,244046
2024-11-24,2.3,0.3,6.5,4.48,76,236012
2024-11-24,1.8,-0.3,2.2,1.54,77,255764
2024-11-24,1.4,-1.5,2.7,1.96,77,99284
2024-12-03,-5.7,-6.9,2.5,1.54,74,262096
2024-12-17,-4.2,-5.3,2.2,1.54,71,124437
2024-12-19,-8.2,-9.2,0.5,0.35,76,245271
2024-12-26,1.2,0.1,6.3,4.06,87,96779
2024-12-26,2.4,1.5,5.7,1.26,87,229827
2024-12-26,1.8,0.9,15.6,9.66,89,229267
